"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUT","INDPROD","TOT","IDX2015","M","1989-06",45.55108,
"AUT","INDPROD","TOT","IDX2015","M","1989-07",47.10842,
"AUT","INDPROD","TOT","IDX2015","M","1989-08",46.23887,
"AUT","INDPROD","TOT","IDX2015","M","1989-09",46.84446,
"AUT","INDPROD","TOT","IDX2015","M","1989-10",46.85543,
"AUT","INDPROD","TOT","IDX2015","M","1989-11",47.70048,
"AUT","INDPROD","TOT","IDX2015","M","1989-12",48.82458,
"AUT","INDPROD","TOT","IDX2015","M","1990-01",48.27658,
"AUT","INDPROD","TOT","IDX2015","M","1990-02",49.62623,
"AUT","INDPROD","TOT","IDX2015","M","1990-03",49.82412,
"AUT","INDPROD","TOT","IDX2015","M","1990-04",49.33519,
"AUT","INDPROD","TOT","IDX2015","M","1990-05",48.8078,
"AUT","INDPROD","TOT","IDX2015","M","1990-06",50.67213,
"AUT","INDPROD","TOT","IDX2015","M","1990-07",49.40849,
"AUT","INDPROD","TOT","IDX2015","M","1990-08",49.37948,
"AUT","INDPROD","TOT","IDX2015","M","1990-09",50.65894,
"AUT","INDPROD","TOT","IDX2015","M","1990-10",49.91757,
"AUT","INDPROD","TOT","IDX2015","M","1990-11",49.30036,
"AUT","INDPROD","TOT","IDX2015","M","1990-12",52.05814,
"AUT","INDPROD","TOT","IDX2015","M","1991-01",50.63353,
"AUT","INDPROD","TOT","IDX2015","M","1991-02",50.67792,
"AUT","INDPROD","TOT","IDX2015","M","1991-03",50.45803,
"AUT","INDPROD","TOT","IDX2015","M","1991-04",51.10016,
"AUT","INDPROD","TOT","IDX2015","M","1991-05",50.64841,
"AUT","INDPROD","TOT","IDX2015","M","1991-06",51.14385,
"AUT","INDPROD","TOT","IDX2015","M","1991-07",50.41859,
"AUT","INDPROD","TOT","IDX2015","M","1991-08",51.2447,
"AUT","INDPROD","TOT","IDX2015","M","1991-09",50.50921,
"AUT","INDPROD","TOT","IDX2015","M","1991-10",50.11176,
"AUT","INDPROD","TOT","IDX2015","M","1991-11",50.34025,
"AUT","INDPROD","TOT","IDX2015","M","1991-12",50.78389,
"AUT","INDPROD","TOT","IDX2015","M","1992-01",50.4229,
"AUT","INDPROD","TOT","IDX2015","M","1992-02",50.32421,
"AUT","INDPROD","TOT","IDX2015","M","1992-03",50.20888,
"AUT","INDPROD","TOT","IDX2015","M","1992-04",50.85755,
"AUT","INDPROD","TOT","IDX2015","M","1992-05",52.21301,
"AUT","INDPROD","TOT","IDX2015","M","1992-06",51.38442,
"AUT","INDPROD","TOT","IDX2015","M","1992-07",49.35453,
"AUT","INDPROD","TOT","IDX2015","M","1992-08",49.60693,
"AUT","INDPROD","TOT","IDX2015","M","1992-09",49.58056,
"AUT","INDPROD","TOT","IDX2015","M","1992-10",50.29853,
"AUT","INDPROD","TOT","IDX2015","M","1992-11",49.0639,
"AUT","INDPROD","TOT","IDX2015","M","1992-12",47.31067,
"AUT","INDPROD","TOT","IDX2015","M","1993-01",49.24288,
"AUT","INDPROD","TOT","IDX2015","M","1993-02",49.27708,
"AUT","INDPROD","TOT","IDX2015","M","1993-03",49.34338,
"AUT","INDPROD","TOT","IDX2015","M","1993-04",49.18267,
"AUT","INDPROD","TOT","IDX2015","M","1993-05",49.2364,
"AUT","INDPROD","TOT","IDX2015","M","1993-06",47.83052,
"AUT","INDPROD","TOT","IDX2015","M","1993-07",48.82775,
"AUT","INDPROD","TOT","IDX2015","M","1993-08",49.31546,
"AUT","INDPROD","TOT","IDX2015","M","1993-09",49.48106,
"AUT","INDPROD","TOT","IDX2015","M","1993-10",49.91744,
"AUT","INDPROD","TOT","IDX2015","M","1993-11",49.82038,
"AUT","INDPROD","TOT","IDX2015","M","1993-12",49.1198,
"AUT","INDPROD","TOT","IDX2015","M","1994-01",49.56557,
"AUT","INDPROD","TOT","IDX2015","M","1994-02",50.63626,
"AUT","INDPROD","TOT","IDX2015","M","1994-03",49.68087,
"AUT","INDPROD","TOT","IDX2015","M","1994-04",49.18036,
"AUT","INDPROD","TOT","IDX2015","M","1994-05",52.13507,
"AUT","INDPROD","TOT","IDX2015","M","1994-06",50.77959,
"AUT","INDPROD","TOT","IDX2015","M","1994-07",51.03185,
"AUT","INDPROD","TOT","IDX2015","M","1994-08",51.0138,
"AUT","INDPROD","TOT","IDX2015","M","1994-09",50.93277,
"AUT","INDPROD","TOT","IDX2015","M","1994-10",52.85586,
"AUT","INDPROD","TOT","IDX2015","M","1994-11",52.77104,
"AUT","INDPROD","TOT","IDX2015","M","1994-12",53.12151,
"AUT","INDPROD","TOT","IDX2015","M","1995-01",54.65224,
"AUT","INDPROD","TOT","IDX2015","M","1995-02",54.51102,
"AUT","INDPROD","TOT","IDX2015","M","1995-03",51.32727,
"AUT","INDPROD","TOT","IDX2015","M","1995-04",54.47104,
"AUT","INDPROD","TOT","IDX2015","M","1995-05",54.47503,
"AUT","INDPROD","TOT","IDX2015","M","1995-06",55.16484,
"AUT","INDPROD","TOT","IDX2015","M","1995-07",54.01914,
"AUT","INDPROD","TOT","IDX2015","M","1995-08",53.63737,
"AUT","INDPROD","TOT","IDX2015","M","1995-09",53.22514,
"AUT","INDPROD","TOT","IDX2015","M","1995-10",52.3239,
"AUT","INDPROD","TOT","IDX2015","M","1995-11",53.93692,
"AUT","INDPROD","TOT","IDX2015","M","1995-12",53.72316,
"AUT","INDPROD","TOT","IDX2015","M","1996-01",52.78205,
"AUT","INDPROD","TOT","IDX2015","M","1996-02",53.71102,
"AUT","INDPROD","TOT","IDX2015","M","1996-03",53.20431,
"AUT","INDPROD","TOT","IDX2015","M","1996-04",53.11986,
"AUT","INDPROD","TOT","IDX2015","M","1996-05",53.79547,
"AUT","INDPROD","TOT","IDX2015","M","1996-06",54.30218,
"AUT","INDPROD","TOT","IDX2015","M","1996-07",54.38663,
"AUT","INDPROD","TOT","IDX2015","M","1996-08",54.55553,
"AUT","INDPROD","TOT","IDX2015","M","1996-09",55.40005,
"AUT","INDPROD","TOT","IDX2015","M","1996-10",54.63998,
"AUT","INDPROD","TOT","IDX2015","M","1996-11",55.23114,
"AUT","INDPROD","TOT","IDX2015","M","1996-12",56.16011,
"AUT","INDPROD","TOT","IDX2015","M","1997-01",57.68023,
"AUT","INDPROD","TOT","IDX2015","M","1997-02",56.92017,
"AUT","INDPROD","TOT","IDX2015","M","1997-03",56.92017,
"AUT","INDPROD","TOT","IDX2015","M","1997-04",57.76468,
"AUT","INDPROD","TOT","IDX2015","M","1997-05",55.9912,
"AUT","INDPROD","TOT","IDX2015","M","1997-06",57.34243,
"AUT","INDPROD","TOT","IDX2015","M","1997-07",57.76468,
"AUT","INDPROD","TOT","IDX2015","M","1997-08",59.28481,
"AUT","INDPROD","TOT","IDX2015","M","1997-09",58.35584,
"AUT","INDPROD","TOT","IDX2015","M","1997-10",58.69365,
"AUT","INDPROD","TOT","IDX2015","M","1997-11",59.28481,
"AUT","INDPROD","TOT","IDX2015","M","1997-12",60.97383,
"AUT","INDPROD","TOT","IDX2015","M","1998-01",61.81834,
"AUT","INDPROD","TOT","IDX2015","M","1998-02",62.74731,
"AUT","INDPROD","TOT","IDX2015","M","1998-03",63.16956,
"AUT","INDPROD","TOT","IDX2015","M","1998-04",62.66286,
"AUT","INDPROD","TOT","IDX2015","M","1998-05",63.25402,
"AUT","INDPROD","TOT","IDX2015","M","1998-06",63.76072,
"AUT","INDPROD","TOT","IDX2015","M","1998-07",63.84518,
"AUT","INDPROD","TOT","IDX2015","M","1998-08",63.25402,
"AUT","INDPROD","TOT","IDX2015","M","1998-09",65.1964,
"AUT","INDPROD","TOT","IDX2015","M","1998-10",64.94304,
"AUT","INDPROD","TOT","IDX2015","M","1998-11",64.35188,
"AUT","INDPROD","TOT","IDX2015","M","1998-12",63.16956,
"AUT","INDPROD","TOT","IDX2015","M","1999-01",63.59182,
"AUT","INDPROD","TOT","IDX2015","M","1999-02",62.83176,
"AUT","INDPROD","TOT","IDX2015","M","1999-03",64.85859,
"AUT","INDPROD","TOT","IDX2015","M","1999-04",65.3653,
"AUT","INDPROD","TOT","IDX2015","M","1999-05",66.29427,
"AUT","INDPROD","TOT","IDX2015","M","1999-06",66.71652,
"AUT","INDPROD","TOT","IDX2015","M","1999-07",65.87201,
"AUT","INDPROD","TOT","IDX2015","M","1999-08",66.88542,
"AUT","INDPROD","TOT","IDX2015","M","1999-09",67.56104,
"AUT","INDPROD","TOT","IDX2015","M","1999-10",68.23664,
"AUT","INDPROD","TOT","IDX2015","M","1999-11",72.20585,
"AUT","INDPROD","TOT","IDX2015","M","1999-12",68.74335,
"AUT","INDPROD","TOT","IDX2015","M","2000-01",66.54762,
"AUT","INDPROD","TOT","IDX2015","M","2000-02",69.67232,
"AUT","INDPROD","TOT","IDX2015","M","2000-03",69.41896,
"AUT","INDPROD","TOT","IDX2015","M","2000-04",70.09457,
"AUT","INDPROD","TOT","IDX2015","M","2000-05",71.36134,
"AUT","INDPROD","TOT","IDX2015","M","2000-06",70.77018,
"AUT","INDPROD","TOT","IDX2015","M","2000-07",71.69914,
"AUT","INDPROD","TOT","IDX2015","M","2000-08",71.9525,
"AUT","INDPROD","TOT","IDX2015","M","2000-09",72.1214,
"AUT","INDPROD","TOT","IDX2015","M","2000-10",71.86805,
"AUT","INDPROD","TOT","IDX2015","M","2000-11",74.48604,
"AUT","INDPROD","TOT","IDX2015","M","2000-12",75.66836,
"AUT","INDPROD","TOT","IDX2015","M","2001-01",73.64153,
"AUT","INDPROD","TOT","IDX2015","M","2001-02",73.97933,
"AUT","INDPROD","TOT","IDX2015","M","2001-03",73.38817,
"AUT","INDPROD","TOT","IDX2015","M","2001-04",72.1214,
"AUT","INDPROD","TOT","IDX2015","M","2001-05",72.45921,
"AUT","INDPROD","TOT","IDX2015","M","2001-06",72.54366,
"AUT","INDPROD","TOT","IDX2015","M","2001-07",73.21927,
"AUT","INDPROD","TOT","IDX2015","M","2001-08",73.47262,
"AUT","INDPROD","TOT","IDX2015","M","2001-09",72.96591,
"AUT","INDPROD","TOT","IDX2015","M","2001-10",73.97933,
"AUT","INDPROD","TOT","IDX2015","M","2001-11",71.9525,
"AUT","INDPROD","TOT","IDX2015","M","2001-12",72.62811,
"AUT","INDPROD","TOT","IDX2015","M","2002-01",72.37476,
"AUT","INDPROD","TOT","IDX2015","M","2002-02",72.88146,
"AUT","INDPROD","TOT","IDX2015","M","2002-03",71.9525,
"AUT","INDPROD","TOT","IDX2015","M","2002-04",74.90829,
"AUT","INDPROD","TOT","IDX2015","M","2002-05",74.14823,
"AUT","INDPROD","TOT","IDX2015","M","2002-06",75.07719,
"AUT","INDPROD","TOT","IDX2015","M","2002-07",73.72598,
"AUT","INDPROD","TOT","IDX2015","M","2002-08",71.78359,
"AUT","INDPROD","TOT","IDX2015","M","2002-09",74.31713,
"AUT","INDPROD","TOT","IDX2015","M","2002-10",73.38817,
"AUT","INDPROD","TOT","IDX2015","M","2002-11",73.55708,
"AUT","INDPROD","TOT","IDX2015","M","2002-12",73.47262,
"AUT","INDPROD","TOT","IDX2015","M","2003-01",77.52628,
"AUT","INDPROD","TOT","IDX2015","M","2003-02",76.68177,
"AUT","INDPROD","TOT","IDX2015","M","2003-03",76.93513,
"AUT","INDPROD","TOT","IDX2015","M","2003-04",76.59732,
"AUT","INDPROD","TOT","IDX2015","M","2003-05",75.16164,
"AUT","INDPROD","TOT","IDX2015","M","2003-06",76.25951,
"AUT","INDPROD","TOT","IDX2015","M","2003-07",76.25951,
"AUT","INDPROD","TOT","IDX2015","M","2003-08",76.76622,
"AUT","INDPROD","TOT","IDX2015","M","2003-09",76.34396,
"AUT","INDPROD","TOT","IDX2015","M","2003-10",76.34396,
"AUT","INDPROD","TOT","IDX2015","M","2003-11",76.34396,
"AUT","INDPROD","TOT","IDX2015","M","2003-12",77.69518,
"AUT","INDPROD","TOT","IDX2015","M","2004-01",77.94854,
"AUT","INDPROD","TOT","IDX2015","M","2004-02",78.3708,
"AUT","INDPROD","TOT","IDX2015","M","2004-03",78.5397,
"AUT","INDPROD","TOT","IDX2015","M","2004-04",79.72202,
"AUT","INDPROD","TOT","IDX2015","M","2004-05",80.31318,
"AUT","INDPROD","TOT","IDX2015","M","2004-06",80.98878,
"AUT","INDPROD","TOT","IDX2015","M","2004-07",81.74885,
"AUT","INDPROD","TOT","IDX2015","M","2004-08",82.34,
"AUT","INDPROD","TOT","IDX2015","M","2004-09",83.01562,
"AUT","INDPROD","TOT","IDX2015","M","2004-10",83.26897,
"AUT","INDPROD","TOT","IDX2015","M","2004-11",83.86013,
"AUT","INDPROD","TOT","IDX2015","M","2004-12",81.91775,
"AUT","INDPROD","TOT","IDX2015","M","2005-01",80.90434,
"AUT","INDPROD","TOT","IDX2015","M","2005-02",81.74885,
"AUT","INDPROD","TOT","IDX2015","M","2005-03",81.74885,
"AUT","INDPROD","TOT","IDX2015","M","2005-04",83.43787,
"AUT","INDPROD","TOT","IDX2015","M","2005-05",83.77568,
"AUT","INDPROD","TOT","IDX2015","M","2005-06",85.21135,
"AUT","INDPROD","TOT","IDX2015","M","2005-07",85.04245,
"AUT","INDPROD","TOT","IDX2015","M","2005-08",84.45129,
"AUT","INDPROD","TOT","IDX2015","M","2005-09",85.54916,
"AUT","INDPROD","TOT","IDX2015","M","2005-10",86.98483,
"AUT","INDPROD","TOT","IDX2015","M","2005-11",87.9138,
"AUT","INDPROD","TOT","IDX2015","M","2005-12",86.98483,
"AUT","INDPROD","TOT","IDX2015","M","2006-01",87.66044,
"AUT","INDPROD","TOT","IDX2015","M","2006-02",87.66044,
"AUT","INDPROD","TOT","IDX2015","M","2006-03",88.16714,
"AUT","INDPROD","TOT","IDX2015","M","2006-04",88.50495,
"AUT","INDPROD","TOT","IDX2015","M","2006-05",89.77172,
"AUT","INDPROD","TOT","IDX2015","M","2006-06",90.44733,
"AUT","INDPROD","TOT","IDX2015","M","2006-07",91.883,
"AUT","INDPROD","TOT","IDX2015","M","2006-08",91.79855,
"AUT","INDPROD","TOT","IDX2015","M","2006-09",92.0519,
"AUT","INDPROD","TOT","IDX2015","M","2006-10",92.98087,
"AUT","INDPROD","TOT","IDX2015","M","2006-11",93.57203,
"AUT","INDPROD","TOT","IDX2015","M","2006-12",94.07874,
"AUT","INDPROD","TOT","IDX2015","M","2007-01",94.24764,
"AUT","INDPROD","TOT","IDX2015","M","2007-02",95.59886,
"AUT","INDPROD","TOT","IDX2015","M","2007-03",96.02112,
"AUT","INDPROD","TOT","IDX2015","M","2007-04",95.09216,
"AUT","INDPROD","TOT","IDX2015","M","2007-05",96.10557,
"AUT","INDPROD","TOT","IDX2015","M","2007-06",95.17661,
"AUT","INDPROD","TOT","IDX2015","M","2007-07",96.02112,
"AUT","INDPROD","TOT","IDX2015","M","2007-08",96.61227,
"AUT","INDPROD","TOT","IDX2015","M","2007-09",95.59886,
"AUT","INDPROD","TOT","IDX2015","M","2007-10",96.69672,
"AUT","INDPROD","TOT","IDX2015","M","2007-11",94.07874,
"AUT","INDPROD","TOT","IDX2015","M","2007-12",97.28789,
"AUT","INDPROD","TOT","IDX2015","M","2008-01",98.63911,
"AUT","INDPROD","TOT","IDX2015","M","2008-02",99.90588,
"AUT","INDPROD","TOT","IDX2015","M","2008-03",99.99033,
"AUT","INDPROD","TOT","IDX2015","M","2008-04",99.31472,
"AUT","INDPROD","TOT","IDX2015","M","2008-05",99.23026,
"AUT","INDPROD","TOT","IDX2015","M","2008-06",97.20344,
"AUT","INDPROD","TOT","IDX2015","M","2008-07",96.19002,
"AUT","INDPROD","TOT","IDX2015","M","2008-08",98.63911,
"AUT","INDPROD","TOT","IDX2015","M","2008-09",98.1324,
"AUT","INDPROD","TOT","IDX2015","M","2008-10",94.33209,
"AUT","INDPROD","TOT","IDX2015","M","2008-11",91.7141,
"AUT","INDPROD","TOT","IDX2015","M","2008-12",92.98087,
"AUT","INDPROD","TOT","IDX2015","M","2009-01",90.53178,
"AUT","INDPROD","TOT","IDX2015","M","2009-02",88.16714,
"AUT","INDPROD","TOT","IDX2015","M","2009-03",89.34946,
"AUT","INDPROD","TOT","IDX2015","M","2009-04",87.15373,
"AUT","INDPROD","TOT","IDX2015","M","2009-05",85.2958,
"AUT","INDPROD","TOT","IDX2015","M","2009-06",86.64703,
"AUT","INDPROD","TOT","IDX2015","M","2009-07",86.81593,
"AUT","INDPROD","TOT","IDX2015","M","2009-08",86.30922,
"AUT","INDPROD","TOT","IDX2015","M","2009-09",88.0827,
"AUT","INDPROD","TOT","IDX2015","M","2009-10",88.5894,
"AUT","INDPROD","TOT","IDX2015","M","2009-11",89.09611,
"AUT","INDPROD","TOT","IDX2015","M","2009-12",89.43391,
"AUT","INDPROD","TOT","IDX2015","M","2010-01",87.97244,
"AUT","INDPROD","TOT","IDX2015","M","2010-02",89.16747,
"AUT","INDPROD","TOT","IDX2015","M","2010-03",89.6271,
"AUT","INDPROD","TOT","IDX2015","M","2010-04",89.53517,
"AUT","INDPROD","TOT","IDX2015","M","2010-05",91.74138,
"AUT","INDPROD","TOT","IDX2015","M","2010-06",93.21218,
"AUT","INDPROD","TOT","IDX2015","M","2010-07",92.201,
"AUT","INDPROD","TOT","IDX2015","M","2010-08",93.57988,
"AUT","INDPROD","TOT","IDX2015","M","2010-09",93.76373,
"AUT","INDPROD","TOT","IDX2015","M","2010-10",94.22336,
"AUT","INDPROD","TOT","IDX2015","M","2010-11",94.31528,
"AUT","INDPROD","TOT","IDX2015","M","2010-12",93.94759,
"AUT","INDPROD","TOT","IDX2015","M","2011-01",95.41839,
"AUT","INDPROD","TOT","IDX2015","M","2011-02",95.78609,
"AUT","INDPROD","TOT","IDX2015","M","2011-03",96.24571,
"AUT","INDPROD","TOT","IDX2015","M","2011-04",96.33764,
"AUT","INDPROD","TOT","IDX2015","M","2011-05",96.98112,
"AUT","INDPROD","TOT","IDX2015","M","2011-06",96.88919,
"AUT","INDPROD","TOT","IDX2015","M","2011-07",96.06187,
"AUT","INDPROD","TOT","IDX2015","M","2011-08",96.70534,
"AUT","INDPROD","TOT","IDX2015","M","2011-09",96.70534,
"AUT","INDPROD","TOT","IDX2015","M","2011-10",96.70534,
"AUT","INDPROD","TOT","IDX2015","M","2011-11",97.80844,
"AUT","INDPROD","TOT","IDX2015","M","2011-12",98.08422,
"AUT","INDPROD","TOT","IDX2015","M","2012-01",96.88919,
"AUT","INDPROD","TOT","IDX2015","M","2012-02",95.78609,
"AUT","INDPROD","TOT","IDX2015","M","2012-03",97.6246,
"AUT","INDPROD","TOT","IDX2015","M","2012-04",97.90037,
"AUT","INDPROD","TOT","IDX2015","M","2012-05",99.37117,
"AUT","INDPROD","TOT","IDX2015","M","2012-06",98.7277,
"AUT","INDPROD","TOT","IDX2015","M","2012-07",99.37117,
"AUT","INDPROD","TOT","IDX2015","M","2012-08",100.6581,
"AUT","INDPROD","TOT","IDX2015","M","2012-09",99.00347,
"AUT","INDPROD","TOT","IDX2015","M","2012-10",100.3823,
"AUT","INDPROD","TOT","IDX2015","M","2012-11",98.63577,
"AUT","INDPROD","TOT","IDX2015","M","2012-12",98.45192,
"AUT","INDPROD","TOT","IDX2015","M","2013-01",97.6246,
"AUT","INDPROD","TOT","IDX2015","M","2013-02",97.34882,
"AUT","INDPROD","TOT","IDX2015","M","2013-03",96.88919,
"AUT","INDPROD","TOT","IDX2015","M","2013-04",99.37117,
"AUT","INDPROD","TOT","IDX2015","M","2013-05",99.00347,
"AUT","INDPROD","TOT","IDX2015","M","2013-06",98.54385,
"AUT","INDPROD","TOT","IDX2015","M","2013-07",99.73888,
"AUT","INDPROD","TOT","IDX2015","M","2013-08",99.73888,
"AUT","INDPROD","TOT","IDX2015","M","2013-09",100.9339,
"AUT","INDPROD","TOT","IDX2015","M","2013-10",100.1985,
"AUT","INDPROD","TOT","IDX2015","M","2013-11",99.55502,
"AUT","INDPROD","TOT","IDX2015","M","2013-12",99.4631,
"AUT","INDPROD","TOT","IDX2015","M","2014-01",100.842,
"AUT","INDPROD","TOT","IDX2015","M","2014-02",99.64695,
"AUT","INDPROD","TOT","IDX2015","M","2014-03",98.35999,
"AUT","INDPROD","TOT","IDX2015","M","2014-04",99.0954,
"AUT","INDPROD","TOT","IDX2015","M","2014-05",97.44074,
"AUT","INDPROD","TOT","IDX2015","M","2014-06",101.0258,
"AUT","INDPROD","TOT","IDX2015","M","2014-07",98.17615,
"AUT","INDPROD","TOT","IDX2015","M","2014-08",97.25689,
"AUT","INDPROD","TOT","IDX2015","M","2014-09",98.54385,
"AUT","INDPROD","TOT","IDX2015","M","2014-10",98.08422,
"AUT","INDPROD","TOT","IDX2015","M","2014-11",97.34882,
"AUT","INDPROD","TOT","IDX2015","M","2014-12",99.37117,
"AUT","INDPROD","TOT","IDX2015","M","2015-01",100.6916,
"AUT","INDPROD","TOT","IDX2015","M","2015-02",99.5917,
"AUT","INDPROD","TOT","IDX2015","M","2015-03",100.0917,
"AUT","INDPROD","TOT","IDX2015","M","2015-04",99.99167,
"AUT","INDPROD","TOT","IDX2015","M","2015-05",99.29173,
"AUT","INDPROD","TOT","IDX2015","M","2015-06",99.99167,
"AUT","INDPROD","TOT","IDX2015","M","2015-07",99.99167,
"AUT","INDPROD","TOT","IDX2015","M","2015-08",99.79169,
"AUT","INDPROD","TOT","IDX2015","M","2015-09",99.79169,
"AUT","INDPROD","TOT","IDX2015","M","2015-10",100.5916,
"AUT","INDPROD","TOT","IDX2015","M","2015-11",101.0916,
"AUT","INDPROD","TOT","IDX2015","M","2015-12",98.89176,
"AUT","INDPROD","TOT","IDX2015","M","2016-01",102.1915,
"AUT","INDPROD","TOT","IDX2015","M","2016-02",101.8915,
"AUT","INDPROD","TOT","IDX2015","M","2016-03",102.4915,
"AUT","INDPROD","TOT","IDX2015","M","2016-04",101.9915,
"AUT","INDPROD","TOT","IDX2015","M","2016-05",101.1916,
"AUT","INDPROD","TOT","IDX2015","M","2016-06",100.9916,
"AUT","INDPROD","TOT","IDX2015","M","2016-07",100.7916,
"AUT","INDPROD","TOT","IDX2015","M","2016-08",103.0914,
"AUT","INDPROD","TOT","IDX2015","M","2016-09",102.6914,
"AUT","INDPROD","TOT","IDX2015","M","2016-10",103.2914,
"AUT","INDPROD","TOT","IDX2015","M","2016-11",104.6913,
"AUT","INDPROD","TOT","IDX2015","M","2016-12",104.0913,
"AUT","INDPROD","TOT","IDX2015","M","2017-01",102.2915,
"AUT","INDPROD","TOT","IDX2015","M","2017-02",104.7913,
"AUT","INDPROD","TOT","IDX2015","M","2017-03",105.6912,
"AUT","INDPROD","TOT","IDX2015","M","2017-04",106.2911,
"AUT","INDPROD","TOT","IDX2015","M","2017-05",106.7911,
"AUT","INDPROD","TOT","IDX2015","M","2017-06",107.0911,
"AUT","INDPROD","TOT","IDX2015","M","2017-07",108.491,
"AUT","INDPROD","TOT","IDX2015","M","2017-08",109.5909,
"AUT","INDPROD","TOT","IDX2015","M","2017-09",109.4909,
"AUT","INDPROD","TOT","IDX2015","M","2017-10",109.0909,
"AUT","INDPROD","TOT","IDX2015","M","2017-11",111.6907,
"AUT","INDPROD","TOT","IDX2015","M","2017-12",112.3906,
"AUT","INDPROD","TOT","IDX2015","M","2018-01",109.9908,
"AUT","INDPROD","TOT","IDX2015","M","2018-02",111.5907,
"AUT","INDPROD","TOT","IDX2015","M","2018-03",109.7908,
"AUT","INDPROD","TOT","IDX2015","M","2018-04",111.5907,
"AUT","INDPROD","TOT","IDX2015","M","2018-05",114.8904,
"AUT","INDPROD","TOT","IDX2015","M","2018-06",113.1906,
"AUT","INDPROD","TOT","IDX2015","M","2018-07",112.8906,
"AUT","INDPROD","TOT","IDX2015","M","2018-08",112.9906,
"AUT","INDPROD","TOT","IDX2015","M","2018-09",114.2905,
"AUT","INDPROD","TOT","IDX2015","M","2018-10",116.2903,
"AUT","INDPROD","TOT","IDX2015","M","2018-11",115.3904,
"AUT","INDPROD","TOT","IDX2015","M","2018-12",118.5901,
"AUT","INDPROD","TOT","IDX2015","M","2019-01",117.8902,
"AUT","INDPROD","TOT","IDX2015","M","2019-02",117.1902,
"AUT","INDPROD","TOT","IDX2015","M","2019-03",116.5903,
"AUT","INDPROD","TOT","IDX2015","M","2019-04",114.6904,
"AUT","INDPROD","TOT","IDX2015","M","2019-05",114.5905,
"AUT","INDPROD","TOT","IDX2015","M","2019-06",115.5904,
"AUT","INDPROD","TOT","IDX2015","M","2019-07",115.1904,
"AUT","INDPROD","TOT","IDX2015","M","2019-08",114.0905,
"AUT","INDPROD","TOT","IDX2015","M","2019-09",114.9904,
"AUT","INDPROD","TOT","IDX2015","M","2019-10",114.5905,
"AUT","INDPROD","TOT","IDX2015","M","2019-11",113.8905,
"AUT","INDPROD","TOT","IDX2015","M","2019-12",114.9904,
"AUT","INDPROD","TOT","IDX2015","M","2020-01",118.0902,
"AUT","INDPROD","TOT","IDX2015","M","2020-02",116.0903,
"AUT","INDPROD","TOT","IDX2015","M","2020-03",105.3912,
"AUT","INDPROD","TOT","IDX2015","M","2020-04",90.19248,
"AUT","INDPROD","TOT","IDX2015","M","2020-05",98.59178,
"AUT","INDPROD","TOT","IDX2015","M","2020-06",104.7913,
"AUT","INDPROD","TOT","IDX2015","M","2020-07",110.6908,
"AUT","INDPROD","TOT","IDX2015","M","2020-08",111.1907,
"AUT","INDPROD","TOT","IDX2015","M","2020-09",113.9905,
"AUT","INDPROD","TOT","IDX2015","M","2020-10",115.2904,
"AUT","INDPROD","TOT","IDX2015","M","2020-11",114.5905,
"AUT","INDPROD","TOT","IDX2015","M","2020-12",112.9906,
"AUT","INDPROD","TOT","IDX2015","M","2021-01",113.5905,
"AUT","INDPROD","TOT","IDX2015","M","2021-02",115.4904,
"AUT","INDPROD","TOT","IDX2015","M","2021-03",118.9901,
"AUT","INDPROD","TOT","IDX2015","M","2021-04",120.09,
"AUT","INDPROD","TOT","IDX2015","M","2021-05",118.9901,
"AUT","INDPROD","TOT","IDX2015","M","2021-06",118.5901,
"AUT","INDPROD","TOT","IDX2015","M","2021-07",119.99,
"AUT","INDPROD","TOT","IDX2015","M","2021-08",120.29,
"AUT","INDPROD","TOT","IDX2015","M","2021-09",120.09,
"AUT","INDPROD","TOT","IDX2015","M","2021-10",121.3899,
"AUT","INDPROD","TOT","IDX2015","M","2021-11",123.8897,
"AUT","INDPROD","TOT","IDX2015","M","2021-12",124.4896,
"AUT","INDPROD","TOT","IDX2015","M","2022-01",126.4895,
"AUT","INDPROD","TOT","IDX2015","M","2022-02",126.1895,
"AUT","INDPROD","TOT","IDX2015","M","2022-03",127.0894,
"AUT","INDPROD","TOT","IDX2015","M","2022-04",125.8895,
"AUT","INDPROD","TOT","IDX2015","M","2022-05",128.6893,
"AUT","INDPROD","TOT","IDX2015","M","2022-06",127.9893,
"AUT","INDPROD","TOT","IDX2015","M","2022-07",123.5897,
"AUT","INDPROD","TOT","IDX2015","M","2022-08",127.5894,
"AUT","INDPROD","TOT","IDX2015","M","2022-09",127.0894,
"AUT","INDPROD","TOT","IDX2015","M","2022-10",126.7894,
"AUT","INDPROD","TOT","IDX2015","M","2022-11",127.9893,
"AUT","INDPROD","TOT","IDX2015","M","2022-12",126.2895,
"AUT","INDPROD","TOT","IDX2015","M","2023-01",128.0893,
"AUT","INDPROD","TOT","IDX2015","M","2023-02",131.789,
"AUT","INDPROD","TOT","IDX2015","M","2023-03",127.3894,
"AUT","INDPROD","TOT","IDX2015","M","2023-04",127.8893,
"AUT","INDPROD","TOT","IDX2015","M","2023-05",126.1895,
"AUT","INDPROD","TOT","IDX2015","M","2023-06",125.8895,
"AUT","INDPROD","TOT","IDX2015","M","2023-07",124.3896,
